ID;Name;Sex;Age;Height;Weight;Team;NOC;Games;Year;Season;City;Sport;Event;Medal;Host country
133;Franz Abb;M;NA;NA;NA;Allemagne;GER;1900 Summer;1900;Summer;Paris;Gymnastics;Gymnastics Men's Individual All-Around;NA;France
389;Adolf Gaston Abel;M;45;NA;NA;Allemagne;GER;1928 Summer;1928;Summer;Amsterdam;Art Competitions;Art Competitions Mixed Architecture, Designs For Town Planning;NA;Pays-Bas
389;Adolf Gaston Abel;M;45;NA;NA;Allemagne;GER;1928 Summer;1928;Summer;Amsterdam;Art Competitions;Art Competitions Mixed Architecture, Architectural Designs;NA;Pays-Bas
393;Gnther Abel;M;19;183;80;Allemagne de l'Est;FRG;1976 Winter;1976;Winter;Innsbruck;Nordic Combined;Nordic Combined Men's Individual;NA;Autriche
393;Gnther Abel;M;23;183;80;Allemagne de l'Est;FRG;1980 Winter;1980;Winter;Lake Placid;Nordic Combined;Nordic Combined Men's Individual;NA;États-Unis
394;Irene Abel;F;19;160;48;Allemagne de l'Ouest;GDR;1972 Summer;1972;Summer;Munich;Gymnastics;Gymnastics Women's Individual All-Around;NA;Allemagne de l'Ouest
394;Irene Abel;F;19;160;48;Allemagne de l'Ouest;GDR;1972 Summer;1972;Summer;Munich;Gymnastics;Gymnastics Women's Team All-Around;Silver;Allemagne de l'Ouest
394;Irene Abel;F;19;160;48;Allemagne de l'Ouest;GDR;1972 Summer;1972;Summer;Munich;Gymnastics;Gymnastics Women's Floor Exercise;NA;Allemagne de l'Ouest
394;Irene Abel;F;19;160;48;Allemagne de l'Ouest;GDR;1972 Summer;1972;Summer;Munich;Gymnastics;Gymnastics Women's Horse Vault;NA;Allemagne de l'Ouest
394;Irene Abel;F;19;160;48;Allemagne de l'Ouest;GDR;1972 Summer;1972;Summer;Munich;Gymnastics;Gymnastics Women's Uneven Bars;NA;Allemagne de l'Ouest
394;Irene Abel;F;19;160;48;Allemagne de l'Ouest;GDR;1972 Summer;1972;Summer;Munich;Gymnastics;Gymnastics Women's Balance Beam;NA;Allemagne de l'Ouest
396;Katja Abel;F;25;165;55;Allemagne;GER;2008 Summer;2008;Summer;Beijing;Gymnastics;Gymnastics Women's Individual All-Around;NA;Chine
396;Katja Abel;F;25;165;55;Allemagne;GER;2008 Summer;2008;Summer;Beijing;Gymnastics;Gymnastics Women's Team All-Around;NA;Chine
396;Katja Abel;F;25;165;55;Allemagne;GER;2008 Summer;2008;Summer;Beijing;Gymnastics;Gymnastics Women's Floor Exercise;NA;Chine
396;Katja Abel;F;25;165;55;Allemagne;GER;2008 Summer;2008;Summer;Beijing;Gymnastics;Gymnastics Women's Uneven Bars;NA;Chine
396;Katja Abel;F;25;165;55;Allemagne;GER;2008 Summer;2008;Summer;Beijing;Gymnastics;Gymnastics Women's Balance Beam;NA;Chine
402;Arthur Abele;M;22;184;85;Allemagne;GER;2008 Summer;2008;Summer;Beijing;Athletics;Athletics Men's Decathlon;NA;Chine
402;Arthur Abele;M;30;184;85;Allemagne;GER;2016 Summer;2016;Summer;Rio de Janeiro;Athletics;Athletics Men's Decathlon;NA;Brésil
435;Silke Abicht;F;19;156;46;Allemagne de l'Ouest;GDR;1988 Summer;1988;Summer;Seoul;Diving;Diving Women's Platform;NA;Corée du Sud
505;"Alexander ""Alex"" Abraham (Steglitz)";M;25;186;84;Allemagne;GER;1912 Summer;1912;Summer;Stockholm;Athletics;Athletics Men's Decathlon;NA;Suède
508;Bernhard Abraham;M;NA;NA;NA;Allemagne;GER;1906 Summer;1906;Summer;Athina;Gymnastics;Gymnastics Men's Team All-Around;NA;Grèce
561;Thomas Abratis;M;26;184;73;Allemagne;GER;1994 Winter;1994;Winter;Lillehammer;Nordic Combined;Nordic Combined Men's Team;NA;Norvège
561;Thomas Abratis;M;26;184;73;Allemagne;GER;1994 Winter;1994;Winter;Lillehammer;Nordic Combined;Nordic Combined Men's Individual;NA;Norvège
586;Tobias Abstreiter;M;31;178;85;Allemagne;GER;2002 Winter;2002;Winter;Salt Lake City;Ice Hockey;Ice Hockey Men's Ice Hockey;NA;États-Unis
587;Gudrun Maria Abt;F;26;178;61;Allemagne de l'Est;FRG;1988 Summer;1988;Summer;Seoul;Athletics;Athletics Women's 400 metres Hurdles;NA;Corée du Sud
587;Gudrun Maria Abt;F;26;178;61;Allemagne de l'Est;FRG;1988 Summer;1988;Summer;Seoul;Athletics;Athletics Women's 4 x 400 metres Relay;NA;Corée du Sud
666;Aziz Acharki;M;28;180;68;Allemagne;GER;2000 Summer;2000;Summer;Sydney;Taekwondo;Taekwondo Men's Featherweight;NA;Australie
701;Georg Ackermann;M;24;191;75;Allemagne;GER;1996 Summer;1996;Summer;Atlanta;Athletics;Athletics Men's Long Jump;NA;États-Unis
702;Ronny Ackermann;M;20;184;69;Allemagne;GER;1998 Winter;1998;Winter;Nagano;Nordic Combined;Nordic Combined Men's Team;NA;Japon
702;Ronny Ackermann;M;20;184;69;Allemagne;GER;1998 Winter;1998;Winter;Nagano;Nordic Combined;Nordic Combined Men's Individual;NA;Japon
702;Ronny Ackermann;M;24;184;69;Allemagne;GER;2002 Winter;2002;Winter;Salt Lake City;Nordic Combined;Nordic Combined Men's Team;Silver;États-Unis
702;Ronny Ackermann;M;24;184;69;Allemagne;GER;2002 Winter;2002;Winter;Salt Lake City;Nordic Combined;Nordic Combined Men's Individual;NA;États-Unis
702;Ronny Ackermann;M;24;184;69;Allemagne;GER;2002 Winter;2002;Winter;Salt Lake City;Nordic Combined;Nordic Combined Men's Sprint;Silver;États-Unis
702;Ronny Ackermann;M;28;184;69;Allemagne;GER;2006 Winter;2006;Winter;Torino;Nordic Combined;Nordic Combined Men's Team;Silver;Italie
702;Ronny Ackermann;M;28;184;69;Allemagne;GER;2006 Winter;2006;Winter;Torino;Nordic Combined;Nordic Combined Men's Individual;NA;Italie
702;Ronny Ackermann;M;28;184;69;Allemagne;GER;2006 Winter;2006;Winter;Torino;Nordic Combined;Nordic Combined Men's Sprint;NA;Italie
767;"Johannes ""Johann"" Adam";M;NA;NA;NA;Allemagne;GER;1908 Summer;1908;Summer;London;Fencing;Fencing Men's epee, Individual;NA;Royaume-Uni
767;"Johannes ""Johann"" Adam";M;NA;NA;NA;Allemagne;GER;1908 Summer;1908;Summer;London;Fencing;Fencing Men's Sabre, Individual;NA;Royaume-Uni
767;"Johannes ""Johann"" Adam";M;NA;NA;NA;Allemagne;GER;1912 Summer;1912;Summer;Stockholm;Fencing;Fencing Men's Foil, Individual;NA;Suède
767;"Johannes ""Johann"" Adam";M;NA;NA;NA;Allemagne;GER;1912 Summer;1912;Summer;Stockholm;Fencing;Fencing Men's Sabre, Team;NA;Suède
769;Leonie Adam;F;23;162;54;Allemagne;GER;2016 Summer;2016;Summer;Rio de Janeiro;Trampolining;Trampolining Women's Individual;NA;Brésil
771;Marianne Adam;F;20;183;85;Allemagne de l'Ouest;GDR;1972 Summer;1972;Summer;Munich;Athletics;Athletics Women's Shot Put;NA;Allemagne de l'Ouest
771;Marianne Adam;F;24;183;85;Allemagne de l'Ouest;GDR;1976 Summer;1976;Summer;Montreal;Athletics;Athletics Women's Shot Put;NA;Canada
775;Otto Adam;M;26;NA;NA;Allemagne;GER;1936 Summer;1936;Summer;Berlin;Fencing;Fencing Men's Foil, Team;Bronze;Allemagne
780;Tony Adam;M;18;169;61;Allemagne;GER;2004 Summer;2004;Summer;Athina;Diving;Diving Men's Platform;NA;Grèce
784;Matthias Adamczewski;M;30;187;77;Allemagne de l'Est;FRG;1988 Summer;1988;Summer;Seoul;Sailing;Sailing Mixed Three Person Keelboat;NA;Corée du Sud
796;Sabine Heidrun Adamik (Picken-, -Bothe);F;32;172;68;Allemagne;GER;1992 Summer;1992;Summer;Barcelona;Handball;Handball Women's Handball;NA;Espagne
827;Mareike Adams;F;26;174;73;Allemagne;GER;2016 Summer;2016;Summer;Rio de Janeiro;Rowing;Rowing Women's Double Sculls;NA;Brésil
841;Walter Adams;M;23;172;67;Allemagne de l'Est;FRG;1968 Summer;1968;Summer;Mexico City;Athletics;Athletics Men's 800 metres;NA;Mexique
841;Walter Adams;M;27;172;67;Allemagne de l'Est;FRG;1972 Summer;1972;Summer;Munich;Athletics;Athletics Men's 800 metres;NA;Allemagne de l'Ouest
849;Filip Kamil Adamski;M;25;189;87;Allemagne;GER;2008 Summer;2008;Summer;Beijing;Rowing;Rowing Men's Coxless Fours;NA;Chine
849;Filip Kamil Adamski;M;29;189;87;Allemagne;GER;2012 Summer;2012;Summer;London;Rowing;Rowing Men's Coxed Eights;Gold;Royaume-Uni
850;Herbert Adamski;M;26;NA;NA;Allemagne;GER;1936 Summer;1936;Summer;Berlin;Rowing;Rowing Men's Coxed Pairs;Gold;Allemagne
892;Peter Adeberg;M;19;185;75;Allemagne de l'Ouest;GDR;1988 Winter;1988;Winter;Calgary;Speed Skating;Speed Skating Men's 500 metres;NA;Canada
892;Peter Adeberg;M;19;185;75;Allemagne de l'Ouest;GDR;1988 Winter;1988;Winter;Calgary;Speed Skating;Speed Skating Men's 1,000 metres;NA;Canada
892;Peter Adeberg;M;19;185;75;Allemagne de l'Ouest;GDR;1988 Winter;1988;Winter;Calgary;Speed Skating;Speed Skating Men's 1,500 metres;NA;Canada
892;Peter Adeberg;M;23;185;75;Allemagne;GER;1992 Winter;1992;Winter;Albertville;Speed Skating;Speed Skating Men's 500 metres;NA;France
892;Peter Adeberg;M;23;185;75;Allemagne;GER;1992 Winter;1992;Winter;Albertville;Speed Skating;Speed Skating Men's 1,000 metres;NA;France
892;Peter Adeberg;M;23;185;75;Allemagne;GER;1992 Winter;1992;Winter;Albertville;Speed Skating;Speed Skating Men's 1,500 metres;NA;France
892;Peter Adeberg;M;25;185;75;Allemagne;GER;1994 Winter;1994;Winter;Lillehammer;Speed Skating;Speed Skating Men's 500 metres;NA;Norvège
892;Peter Adeberg;M;25;185;75;Allemagne;GER;1994 Winter;1994;Winter;Lillehammer;Speed Skating;Speed Skating Men's 1,000 metres;NA;Norvège
892;Peter Adeberg;M;25;185;75;Allemagne;GER;1994 Winter;1994;Winter;Lillehammer;Speed Skating;Speed Skating Men's 1,500 metres;NA;Norvège
892;Peter Adeberg;M;29;185;75;Allemagne;GER;1998 Winter;1998;Winter;Nagano;Speed Skating;Speed Skating Men's 500 metres;NA;Japon
892;Peter Adeberg;M;29;185;75;Allemagne;GER;1998 Winter;1998;Winter;Nagano;Speed Skating;Speed Skating Men's 1,000 metres;NA;Japon
892;Peter Adeberg;M;29;185;75;Allemagne;GER;1998 Winter;1998;Winter;Nagano;Speed Skating;Speed Skating Men's 1,500 metres;NA;Japon
893;Ulrike Adeberg (-Spielmann);F;23;170;60;Allemagne;GER;1994 Winter;1994;Winter;Lillehammer;Speed Skating;Speed Skating Women's 1,500 metres;NA;Norvège
930;Hanns Aderhold;M;33;NA;NA;Allemagne;GER;1952 Summer;1952;Summer;Helsinki;Diving;Diving Men's Springboard;NA;Finlande
956;"Richard ""Richy""  Adjei";M;27;190;110;Allemagne;GER;2010 Winter;2010;Winter;Vancouver;Bobsleigh;Bobsleigh Men's Two;Silver;Canada
956;"Richard ""Richy""  Adjei";M;27;190;110;Allemagne;GER;2010 Winter;2010;Winter;Vancouver;Bobsleigh;Bobsleigh Men's Four;NA;Canada
967;Egon Adler;M;23;172;62;Allemagne;GER;1960 Summer;1960;Summer;Roma;Cycling;Cycling Men's Road Race, Individual;NA;Italie
967;Egon Adler;M;23;172;62;Allemagne;GER;1960 Summer;1960;Summer;Roma;Cycling;Cycling Men's 100 kilometres Team Time Trial;Silver;Italie
971;Uwe Adler;M;20;182;77;Allemagne;GER;1964 Summer;1964;Summer;Tokyo;Modern Pentathlon;Modern Pentathlon Men's Individual;NA;Japon
971;Uwe Adler;M;20;182;77;Allemagne;GER;1964 Summer;1964;Summer;Tokyo;Modern Pentathlon;Modern Pentathlon Men's Team;NA;Japon
981;Katrin Adlkofer;F;22;177;62;Allemagne de l'Est;FRG;1988 Summer;1988;Summer;Seoul;Sailing;Sailing Women's Two Person Dinghy;NA;Corée du Sud
981;Katrin Adlkofer;F;29;177;62;Allemagne;GER;1996 Summer;1996;Summer;Atlanta;Sailing;Sailing Women's Two Person Dinghy;NA;États-Unis
1046;Klaus Aeffke;M;24;189;82;Allemagne;GER;1964 Summer;1964;Summer;Tokyo;Rowing;Rowing Men's Coxed Eights;Silver;Japon
1205;Christel Agrikola;F;23;173;66;Allemagne de l'Est;FRG;1976 Summer;1976;Summer;Montreal;Rowing;Rowing Women's Single Sculls;NA;Canada
1206;Georg Agrikola;M;25;195;89;Allemagne de l'Est;FRG;1984 Summer;1984;Summer;Los Angeles;Rowing;Rowing Men's Double Sculls;NA;États-Unis
1206;Georg Agrikola;M;29;195;89;Allemagne de l'Est;FRG;1988 Summer;1988;Summer;Seoul;Rowing;Rowing Men's Quadruple Sculls;NA;Corée du Sud
1235;Andreas Aguilar;M;26;168;67;Allemagne de l'Est;FRG;1988 Summer;1988;Summer;Seoul;Gymnastics;Gymnastics Men's Individual All-Around;NA;Corée du Sud
1235;Andreas Aguilar;M;26;168;67;Allemagne de l'Est;FRG;1988 Summer;1988;Summer;Seoul;Gymnastics;Gymnastics Men's Team All-Around;NA;Corée du Sud
1235;Andreas Aguilar;M;26;168;67;Allemagne de l'Est;FRG;1988 Summer;1988;Summer;Seoul;Gymnastics;Gymnastics Men's Floor Exercise;NA;Corée du Sud
1235;Andreas Aguilar;M;26;168;67;Allemagne de l'Est;FRG;1988 Summer;1988;Summer;Seoul;Gymnastics;Gymnastics Men's Horse Vault;NA;Corée du Sud
1235;Andreas Aguilar;M;26;168;67;Allemagne de l'Est;FRG;1988 Summer;1988;Summer;Seoul;Gymnastics;Gymnastics Men's Parallel Bars;NA;Corée du Sud
1235;Andreas Aguilar;M;26;168;67;Allemagne de l'Est;FRG;1988 Summer;1988;Summer;Seoul;Gymnastics;Gymnastics Men's Horizontal Bar;NA;Corée du Sud
1235;Andreas Aguilar;M;26;168;67;Allemagne de l'Est;FRG;1988 Summer;1988;Summer;Seoul;Gymnastics;Gymnastics Men's Rings;NA;Corée du Sud
1235;Andreas Aguilar;M;26;168;67;Allemagne de l'Est;FRG;1988 Summer;1988;Summer;Seoul;Gymnastics;Gymnastics Men's Pommelled Horse;NA;Corée du Sud
1356;Christian Ahlmann;M;29;189;80;Allemagne;GER;2004 Summer;2004;Summer;Athina;Equestrianism;Equestrianism Mixed Jumping, Individual;NA;Grèce
1356;Christian Ahlmann;M;29;189;80;Allemagne;GER;2004 Summer;2004;Summer;Athina;Equestrianism;Equestrianism Mixed Jumping, Team;Bronze;Grèce
1356;Christian Ahlmann;M;33;189;80;Allemagne;GER;2008 Summer;2008;Summer;Beijing;Equestrianism;Equestrianism Mixed Jumping, Individual;NA;Chine
1356;Christian Ahlmann;M;33;189;80;Allemagne;GER;2008 Summer;2008;Summer;Beijing;Equestrianism;Equestrianism Mixed Jumping, Team;NA;Chine
1356;Christian Ahlmann;M;37;189;80;Allemagne;GER;2012 Summer;2012;Summer;London;Equestrianism;Equestrianism Mixed Jumping, Individual;NA;Royaume-Uni
1356;Christian Ahlmann;M;37;189;80;Allemagne;GER;2012 Summer;2012;Summer;London;Equestrianism;Equestrianism Mixed Jumping, Team;NA;Royaume-Uni
1356;Christian Ahlmann;M;41;189;80;Allemagne;GER;2016 Summer;2016;Summer;Rio de Janeiro;Equestrianism;Equestrianism Mixed Jumping, Individual;NA;Brésil
1356;Christian Ahlmann;M;41;189;80;Allemagne;GER;2016 Summer;2016;Summer;Rio de Janeiro;Equestrianism;Equestrianism Mixed Jumping, Team;Bronze;Brésil
1379;Jrg Ahmann;M;30;190;88;Allemagne;GER;1996 Summer;1996;Summer;Atlanta;Beach Volleyball;Beach Volleyball Men's Beach Volleyball;NA;États-Unis
1379;Jrg Ahmann;M;34;190;88;Allemagne;GER;2000 Summer;2000;Summer;Sydney;Beach Volleyball;Beach Volleyball Men's Beach Volleyball;Bronze;Australie
1423;Manfred Ahne;M;22;174;77;Allemagne de l'Est;FRG;1984 Winter;1984;Winter;Sarajevo;Ice Hockey;Ice Hockey Men's Ice Hockey;NA;Yougoslavie
1440;Herwig Ahrendsen;M;24;180;77;Allemagne de l'Est;FRG;1972 Summer;1972;Summer;Munich;Handball;Handball Men's Handball;NA;Allemagne de l'Ouest
1441;Erich Ahrendt;M;27;174;81;Allemagne;GER;1960 Summer;1960;Summer;Roma;Athletics;Athletics Men's Javelin Throw;NA;Italie
1442;Peter Ahrendt;M;30;169;66;Allemagne;GER;1964 Summer;1964;Summer;Tokyo;Sailing;Sailing Mixed Three Person Keelboat;Silver;Japon
1443;Brigitte Ahrenholz;F;23;178;85;Allemagne de l'Ouest;GDR;1976 Summer;1976;Summer;Montreal;Rowing;Rowing Women's Coxed Eights;Gold;Canada
1448;Stefan Ahrens;M;23;178;70;Allemagne;GER;2000 Summer;2000;Summer;Sydney;Diving;Diving Men's Springboard;NA;Australie
1449;Thomas Ahrens;M;16;163;50;Allemagne;GER;1964 Summer;1964;Summer;Tokyo;Rowing;Rowing Men's Coxed Eights;Silver;Japon
1470;Utz Aichinger;M;30;180;78;Allemagne de l'Est;FRG;1968 Summer;1968;Summer;Mexico City;Hockey;Hockey Men's Hockey;NA;Mexique
1481;Hannes Aigner;M;23;183;75;Allemagne;GER;2012 Summer;2012;Summer;London;Canoeing;Canoeing Men's Kayak Singles, Slalom;Bronze;Royaume-Uni
1481;Hannes Aigner;M;27;183;75;Allemagne;GER;2016 Summer;2016;Summer;Rio de Janeiro;Canoeing;Canoeing Men's Kayak Singles, Slalom;NA;Brésil
1544;Marion Aizpors;F;27;180;67;Allemagne de l'Est;FRG;1988 Summer;1988;Summer;Seoul;Swimming;Swimming Women's 50 metres Freestyle;NA;Corée du Sud
1544;Marion Aizpors;F;27;180;67;Allemagne de l'Est;FRG;1988 Summer;1988;Summer;Seoul;Swimming;Swimming Women's 4 x 100 metres Freestyle Relay;NA;Corée du Sud
1544;Marion Aizpors;F;27;180;67;Allemagne de l'Est;FRG;1988 Summer;1988;Summer;Seoul;Swimming;Swimming Women's 100 metres Backstroke;NA;Corée du Sud
1544;Marion Aizpors;F;27;180;67;Allemagne de l'Est;FRG;1988 Summer;1988;Summer;Seoul;Swimming;Swimming Women's 4 x 100 metres Medley Relay;NA;Corée du Sud
2311;Reinhard Alber;M;20;184;75;Allemagne de l'Est;FRG;1984 Summer;1984;Summer;Los Angeles;Cycling;Cycling Men's Team Pursuit, 4,000 metres;Bronze;États-Unis
2328;Karsten Klaus Albert;M;29;186;90;Allemagne;GER;1998 Winter;1998;Winter;Nagano;Luge;Luge Men's Singles;NA;Japon
2328;Karsten Klaus Albert;M;33;186;90;Allemagne;GER;2002 Winter;2002;Winter;Salt Lake City;Luge;Luge Men's Singles;NA;États-Unis
2350;Kristina Albertus (Hauer-);F;26;170;60;Allemagne de l'Ouest;GDR;1972 Summer;1972;Summer;Munich;Athletics;Athletics Women's Long Jump;NA;Allemagne de l'Ouest
2368;Ernst Albrecht;M;20;NA;NA;Allemagne;GER;1928 Summer;1928;Summer;Amsterdam;Football;Football Men's Football;NA;Pays-Bas
2369;Fredi Albrecht;M;25;187;100;Allemagne de l'Ouest;GDR;1972 Summer;1972;Summer;Munich;Wrestling;Wrestling Men's Heavyweight, Greco-Roman;NA;Allemagne de l'Ouest
2369;Fredi Albrecht;M;29;187;100;Allemagne de l'Ouest;GDR;1976 Summer;1976;Summer;Montreal;Wrestling;Wrestling Men's Heavyweight, Greco-Roman;NA;Canada
2372;Herbert Karl Albrecht;M;35;178;87;Allemagne;GER;1960 Summer;1960;Summer;Roma;Wrestling;Wrestling Men's Light-Heavyweight, Greco-Roman;NA;Italie
2378;Sylvia Albrecht (-Heckendorf);F;17;165;57;Allemagne de l'Ouest;GDR;1980 Winter;1980;Winter;Lake Placid;Speed Skating;Speed Skating Women's 1,000 metres;Bronze;États-Unis
2378;Sylvia Albrecht (-Heckendorf);F;17;165;57;Allemagne de l'Ouest;GDR;1980 Winter;1980;Winter;Lake Placid;Speed Skating;Speed Skating Women's 1,500 metres;NA;États-Unis
2378;Sylvia Albrecht (-Heckendorf);F;17;165;57;Allemagne de l'Ouest;GDR;1980 Winter;1980;Winter;Lake Placid;Speed Skating;Speed Skating Women's 3,000 metres;NA;États-Unis
2394;Emmy Albus (-Liersch);F;24;172;57;Allemagne;GER;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Women's 100 metres;NA;Allemagne
2394;Emmy Albus (-Liersch);F;24;172;57;Allemagne;GER;1936 Summer;1936;Summer;Berlin;Athletics;Athletics Women's 4 x 100 metres Relay;NA;Allemagne
2417;Peter Aldag;M;27;192;92;Allemagne;GER;1992 Summer;1992;Summer;Barcelona;Sailing;Sailing Men's One Person Dinghy;NA;Espagne
2418;Rolf Aldag;M;27;190;75;Allemagne;GER;1996 Summer;1996;Summer;Atlanta;Cycling;Cycling Men's Road Race, Individual;NA;États-Unis
2418;Rolf Aldag;M;32;190;75;Allemagne;GER;2000 Summer;2000;Summer;Sydney;Cycling;Cycling Men's Road Race, Individual;NA;Australie
2553;Karl Theophil Christian Aletter;M;21;183;NA;Allemagne;GER;1928 Summer;1928;Summer;Amsterdam;Rowing;Rowing Men's Coxed Eights;NA;Pays-Bas
2553;Karl Theophil Christian Aletter;M;26;183;NA;Allemagne;GER;1932 Summer;1932;Summer;Los Angeles;Rowing;Rowing Men's Coxless Fours;Silver;États-Unis
2553;Karl Theophil Christian Aletter;M;26;183;NA;Allemagne;GER;1932 Summer;1932;Summer;Los Angeles;Rowing;Rowing Men's Coxed Eights;NA;États-Unis
2777;Hermann Reinhard Alker;M;43;NA;NA;Allemagne;GER;1928 Summer;1928;Summer;Amsterdam;Art Competitions;Art Competitions Mixed Architecture, Designs For Town Planning;NA;Pays-Bas
2777;Hermann Reinhard Alker;M;43;NA;NA;Allemagne;GER;1928 Summer;1928;Summer;Amsterdam;Art Competitions;Art Competitions Mixed Architecture, Designs For Town Planning;NA;Pays-Bas
2777;Hermann Reinhard Alker;M;43;NA;NA;Allemagne;GER;1928 Summer;1928;Summer;Amsterdam;Art Competitions;Art Competitions Mixed Architecture, Architectural Designs;NA;Pays-Bas
2777;Hermann Reinhard Alker;M;43;NA;NA;Allemagne;GER;1928 Summer;1928;Summer;Amsterdam;Art Competitions;Art Competitions Mixed Architecture, Architectural Designs;NA;Pays-Bas
2777;Hermann Reinhard Alker;M;47;NA;NA;Allemagne;GER;1932 Summer;1932;Summer;Los Angeles;Art Competitions;Art Competitions Mixed Architecture, Designs For Town Planning;NA;États-Unis
2777;Hermann Reinhard Alker;M;51;NA;NA;Allemagne;GER;1936 Summer;1936;Summer;Berlin;Art Competitions;Art Competitions Mixed Architecture, Unknown Event;NA;Allemagne
2777;Hermann Reinhard Alker;M;51;NA;NA;Allemagne;GER;1936 Summer;1936;Summer;Berlin;Art Competitions;Art Competitions Mixed Architecture, Unknown Event;NA;Allemagne
2893;"Lieselotte ""Lilo"" Anni Allgayer (Deutzer-, -Knig)";F;36;NA;NA;Allemagne;GER;1952 Summer;1952;Summer;Helsinki;Fencing;Fencing Women's Foil, Individual;NA;Finlande
2907;Peter Werner Klaus Allisat;M;26;180;80;Allemagne;GER;1964 Summer;1964;Summer;Tokyo;Fencing;Fencing Men's Sabre, Team;NA;Japon
2907;Peter Werner Klaus Allisat;M;30;180;80;Allemagne de l'Est;FRG;1968 Summer;1968;Summer;Mexico City;Fencing;Fencing Men's Sabre, Team;NA;Mexique
3081;Tabea Lara Alt;F;16;158;50;Allemagne;GER;2016 Summer;2016;Summer;Rio de Janeiro;Gymnastics;Gymnastics Women's Team All-Around;NA;Brésil
3081;Tabea Lara Alt;F;16;158;50;Allemagne;GER;2016 Summer;2016;Summer;Rio de Janeiro;Gymnastics;Gymnastics Women's Uneven Bars;NA;Brésil
3081;Tabea Lara Alt;F;16;158;50;Allemagne;GER;2016 Summer;2016;Summer;Rio de Janeiro;Gymnastics;Gymnastics Women's Balance Beam;NA;Brésil
3093;Lutz Altepost;M;22;193;92;Allemagne;GER;2004 Summer;2004;Summer;Athina;Canoeing;Canoeing Men's Kayak Singles, 500 metres;NA;Grèce
3093;Lutz Altepost;M;26;193;92;Allemagne;GER;2008 Summer;2008;Summer;Beijing;Canoeing;Canoeing Men's Kayak Fours, 1,000 metres;Bronze;Chine
3095;Anja Althaus;F;25;174;65;Allemagne;GER;2008 Summer;2008;Summer;Beijing;Handball;Handball Women's Handball;NA;Chine
3096;Katharina Althaus;F;17;157;52;Allemagne;GER;2014 Winter;2014;Winter;Sochi;Ski Jumping;Ski Jumping Women's Normal Hill, Individual;NA;Russie
3099;"Ingeburg ""Inge"" Althoff-Schwerzmann";F;21;180;72;Allemagne de l'Est;FRG;1988 Summer;1988;Summer;Seoul;Rowing;Rowing Women's Coxed Eights;NA;Corée du Sud
3099;"Ingeburg ""Inge"" Althoff-Schwerzmann";F;25;180;72;Allemagne;GER;1992 Summer;1992;Summer;Barcelona;Rowing;Rowing Women's Coxless Pairs;Silver;Espagne
3117;Gabriele Altweck (-Preiler);F;21;167;58;Allemagne de l'Est;FRG;1984 Summer;1984;Summer;Los Angeles;Cycling;Cycling Women's Road Race, Individual;NA;États-Unis
3288;Else Amann;F;32;NA;NA;Allemagne;GER;1956 Winter;1956;Winter;Cortina d'Ampezzo;Cross Country Skiing;Cross Country Skiing Women's 10 kilometres;NA;Italie
3288;Else Amann;F;32;NA;NA;Allemagne;GER;1956 Winter;1956;Winter;Cortina d'Ampezzo;Cross Country Skiing;Cross Country Skiing Women's 3 x 5 kilometres Relay;NA;Italie
3289;Max Amann;M;23;NA;NA;Allemagne;GER;1928 Summer;1928;Summer;Amsterdam;Water Polo;Water Polo Men's Water Polo;Gold;Pays-Bas
3290;"Richard ""Rick"" Amann";M;31;183;85;Allemagne;GER;1992 Winter;1992;Winter;Albertville;Ice Hockey;Ice Hockey Men's Ice Hockey;NA;France
3290;"Richard ""Rick"" Amann";M;33;183;85;Allemagne;GER;1994 Winter;1994;Winter;Lillehammer;Ice Hockey;Ice Hockey Men's Ice Hockey;NA;Norvège
3348;Georg Wilhelm Amberger;M;21;NA;NA;Allemagne;GER;1912 Summer;1912;Summer;Stockholm;Athletics;Athletics Men's 1,500 metres;NA;Suède
3348;Georg Wilhelm Amberger;M;21;NA;NA;Allemagne;GER;1912 Summer;1912;Summer;Stockholm;Athletics;Athletics Men's 3,000 metres, Team;NA;Suède
3355;Gunter Ambra;M;20;162;69;Allemagne de l'Ouest;GDR;1976 Summer;1976;Summer;Montreal;Weightlifting;Weightlifting Men's Lightweight;NA;Canada
3355;Gunter Ambra;M;24;162;69;Allemagne de l'Ouest;GDR;1980 Summer;1980;Summer;Moskva;Weightlifting;Weightlifting Men's Lightweight;NA;Union Soviétique
3359;Paul Ambros;M;21;174;76;Allemagne;GER;1956 Winter;1956;Winter;Cortina d'Ampezzo;Ice Hockey;Ice Hockey Men's Ice Hockey;NA;Italie
3359;Paul Ambros;M;25;174;76;Allemagne;GER;1960 Winter;1960;Winter;Squaw Valley;Ice Hockey;Ice Hockey Men's Ice Hockey;NA;États-Unis
3359;Paul Ambros;M;29;174;76;Allemagne;GER;1964 Winter;1964;Winter;Innsbruck;Ice Hockey;Ice Hockey Men's Ice Hockey;NA;Autriche
3398;Rolf-Dieter Amend;M;23;173;74;Allemagne de l'Ouest;GDR;1972 Summer;1972;Summer;Munich;Canoeing;Canoeing Men's Canadian Doubles, Slalom;Gold;Allemagne de l'Ouest
3476;Max Heinrich Ammermann;M;21;NA;NA;Allemagne;GER;1900 Summer;1900;Summer;Paris;Rowing;Rowing Men's Coxed Fours;Bronze;France
